"Property Name",,"ru","Node Path","Description"
"Caption","Expand Actions In Detail View","Показать действия в детальном представлении","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Target Object Type","Тип целевого объекта","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Имя свойства состояния","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Начальное состояние","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\StartState",
"Caption","States","Состояния","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCStateMachine\OwnMembers\States",
"Caption","IDCTransition","Переходы","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition",
"Caption","Caption","Наименование","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\Caption",
"Caption","Source State","Исходное состояние","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\SourceState",
"Caption","Target State","Целевое состояние","BOModel\DevExpress.ExpressApp.StateMachine.Dc.IDCTransition\OwnMembers\TargetState",
"Caption","Marker Object","Маркер","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject",
"Caption","Marker","Маркер","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\Marker",
"Caption","Display Name","Отображаемое имя","BOModel\DevExpress.ExpressApp.StateMachine.Utils.MarkerObject\OwnMembers\DisplayName",
"Caption","State Machine Object Base","Базовый объект конечного автомата","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.StateMachineObjectBase",
"Caption","State","Состояние","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState",
"Caption","Caption","Заголовок","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Caption",
"Caption","State Machine","Машина состояний","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\StateMachine",
"Caption","Marker","Маркер","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Marker",
"Caption","Target Object Criteria","Критерий целевого объекта","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\TargetObjectCriteria",
"Caption","Transitions","Переходы","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Transitions",
"Caption","Appearance","Внешний вид","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoState\OwnMembers\Appearance",
"Caption","Appearance","Внешний вид","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance",
"Caption","Appearance Item Type","Тип элемента внешнего вида","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\AppearanceItemType",
"Caption","Context","Контекст","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Context",
"Caption","Target Items","Целевые элементы","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\TargetItems",
"Caption","Priority","Приоритет","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Priority",
"Caption","Font Color","Цвет шрифта","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontColor",
"Caption","Back Color","Цвет фона","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\BackColor",
"Caption","Font Style","Стиль шрифта","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\FontStyle",
"Caption","Enabled","Включен","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Enabled",
"Caption","Visibility","Видимость","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateAppearance\OwnMembers\Visibility",
"Caption","State Machine","Конечный автомат","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine",
"Caption","Name","Имя","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Name",
"Caption","Active","Активность","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\Active",
"Caption","Target Object Type","Тип целевого объекта","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\TargetObjectType",
"Caption","State Property Name","Имя свойства состояния","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StatePropertyName",
"Caption","Start State","Начальное состояние","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\StartState",
"Caption","States","Состояния","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\States",
"Caption","Expand Actions In Detail View","Показать действия в детальном представлении","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoStateMachine\OwnMembers\ExpandActionsInDetailView",
"Caption","Transition","Переход","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition",
"Caption","Caption","Наименование","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Caption",
"Caption","Source State","Исходное состояние","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SourceState",
"Caption","Target State","Целевое состояние","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\TargetState",
"Caption","Index","Индекс","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\Index",
"Caption","Save And Close View","Сохранить и закрыть представление","BOModel\DevExpress.ExpressApp.StateMachine.Xpo.XpoTransition\OwnMembers\SaveAndCloseView",
"Caption","String Object","Строковый объект","BOModel\DevExpress.ExpressApp.Utils.StringObject",
"Caption","Name","Имя","BOModel\DevExpress.ExpressApp.Utils.StringObject\OwnMembers\Name",
"Value","Font Style","Стиль шрифта","Localization\Enums\System.Drawing.FontStyle",
"Value","Bold","Полужирный","Localization\Enums\System.Drawing.FontStyle\Bold",
"Value","Italic","Курсив","Localization\Enums\System.Drawing.FontStyle\Italic",
"Value","Regular","Обычный","Localization\Enums\System.Drawing.FontStyle\Regular",
"Value","Strikeout","Зачеркнутый","Localization\Enums\System.Drawing.FontStyle\Strikeout",
"Value","Underline","Подчеркнутый","Localization\Enums\System.Drawing.FontStyle\Underline",
"Value","To go to the '{StateCaption}' state, the '{TargetObject}' must satisfy the following criteria: {Criteria}","Чтобы перейти к '{StateCaption}' состоянию, '{TargetObject}' должен соответствовать критерию: {Criteria}","Localization\StateMachine\TransitionValidationMessage",
"Caption","State Machine","Конечный автомат","NavigationItems\Items\State Machine",
"MessageTemplateMustBeReferenced","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","Если вы хотите удалить это состояние, убедитесь что оно не используется как “целевое состояние” ни в одном переходе.","Validation\Rules\StateIsReferencedDc",
"MessageTemplateMustBeReferenced","If you want to delete this State, you must be sure it is not referenced in any Transition as TargetState.","Если вы хотите удалить это состояние, убедитесь что оно не используется как “целевое состояние” ни в одном переходе.","Validation\Rules\StateIsReferencedXpo",
"Caption","IDCState Appearance","Внешний вид состояния","Views\IDCStateAppearance_DetailView\Layout\Main\SimpleEditors\IDCStateAppearance",
"Caption","IDCState Machine","Конечный автомат","Views\IDCStateMachine_DetailView\Layout\Main\SimpleEditors\IDCStateMachine",
"Caption","Activate","Активировать","ActionDesign\Actions\Activate",
"Caption","Deactivate","Деактивировать","ActionDesign\Actions\Deactivate",
"Caption","Show Workflow Instances","Показать экземпляры рабочих процессов","ActionDesign\Actions\ShowWorkflowInstances",
"Caption","Cancel","Отменить","ActionDesign\Actions\CancelWorkflowInstance",
"ConfirmationMessage","You are about to cancel the selected item(s). Do you want to proceed?","Выбранные элементы будут отменены. Продолжить действие?","ActionDesign\Actions\CancelWorkflowInstance",
"Caption","Terminate","Прекратить","ActionDesign\Actions\TerminateWorkflowInstance",
"ConfirmationMessage","You are about to terminate the selected item(s). Do you want to proceed?","Выбранные элементы будут прекращены. Продолжить действие?","ActionDesign\Actions\TerminateWorkflowInstance",
"Caption","Suspend","Приостановить","ActionDesign\Actions\SuspendWorkflowInstance",
"ConfirmationMessage","You are about to suspend the selected item(s). Do you want to proceed?","Выбранные элементы будут приостановлены. Продолжить действие?","ActionDesign\Actions\SuspendWorkflowInstance",
"Caption","Resume","Возобновить","ActionDesign\Actions\ResumeWorkflowInstance",
"ConfirmationMessage","You are about to resume the selected item(s). Do you want to proceed?","Выбранные элементы будут возобновлены. Продолжить действие?","ActionDesign\Actions\ResumeWorkflowInstance",
"Caption","IUser Activity Version","Версия мероприятия","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion",
"Caption","Workflow Unique Id","Уникальный идентификатор рабочего процесса","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion\OwnMembers\WorkflowUniqueId",
"Caption","Version","Версия","BOModel\DevExpress.ExpressApp.Workflow.Versioning.IUserActivityVersion\OwnMembers\Version",
"Caption","Xpo User Activity Version","Версия действия пользователя","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion",
"Caption","Workflow Unique Id","Уникальный идентификатор рабочего процесса","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion\OwnMembers\WorkflowUniqueId",
"Caption","Version","Версия","BOModel\DevExpress.ExpressApp.Workflow.Versioning.XpoUserActivityVersion\OwnMembers\Version",
"Caption","WFBase Object","Базовый рабочий процесс","BOModel\DevExpress.ExpressApp.Workflow.Xpo.WFBaseObject",
"Caption","Running Workflow Instance Info","Информация о запущенном экземпляре рабочего процесса","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo",
"Caption","Workflow Name","Имя рабочего процесса","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\WorkflowName",
"Caption","Workflow Unique Id","Уникальный идентификатор рабочего процесса","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\WorkflowUniqueId",
"Caption","Target Object Handle","Дескриптор целевого объекта","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\TargetObjectHandle",
"Caption","Activity Instance Id","Идентификатор экземпляра мероприятия","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\ActivityInstanceId",
"Caption","State","Состояние","BOModel\DevExpress.ExpressApp.Workflow.Xpo.XpoRunningWorkflowInstanceInfo\OwnMembers\State",
